gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,HasInternet,InternetService_DSL,InternetService_Fiber_optic,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,0,-1.1987601143772668,1,0,0,0,0,0,0,0,0,1,-1.4708300585821945,1,0,0,0,1,0,0
0,0,1,0,-0.5876006952326126,1,0,0,0,1,0,1,1,0,1,1.0354993714835847,0,1,0,1,1,0,0
1,0,1,1,0.7162060656093164,1,0,0,0,0,0,0,0,1,1,-0.6647493068700573,0,1,1,0,0,0,0
0,0,1,1,1.4088534073065913,1,1,1,0,1,1,1,1,1,1,1.4825833348043371,0,1,0,1,0,1,0
0,0,1,0,-0.3023929662984406,1,0,1,1,0,1,0,1,0,1,0.2078123315812251,0,1,1,0,0,0,1
0,1,0,0,-1.2395040756535771,1,1,0,0,1,0,0,0,0,1,0.4571156568530201,1,1,0,1,0,1,0
1,0,0,0,-0.9542963467194052,1,0,0,0,0,0,0,0,0,0,-1.499084435446331,0,0,0,0,1,0,0
0,0,0,1,-0.9135523854430948,0,0,1,1,0,1,0,0,1,0,-0.8159933242016129,0,1,1,0,0,0,1
0,0,1,0,1.5310852911355222,1,0,0,0,0,0,0,0,2,0,-1.494098368940895,0,0,0,0,1,0,0
1,0,0,0,-0.9542963467194052,1,0,1,0,1,1,0,1,0,1,0.1147390901464217,0,1,1,0,0,0,0
0,0,0,0,-1.1580161531009563,1,0,0,0,0,0,0,0,0,1,-1.4841262359300234,0,0,0,0,1,0,0
0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,-0.4603205801471852,0,1,1,0,0,0,1
0,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,1,0,0,0.4604397011899776,1,1,0,1,0,1,0
1,0,0,0,-0.5468567339563023,0,0,0,0,0,0,0,0,0,1,-1.3179240190821602,0,1,1,0,0,0,0
1,0,1,1,-1.0357842692720256,1,0,0,0,0,0,0,0,0,1,-1.4808021915930665,0,0,0,0,0,0,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-0.7279061492722454,1,1,1,0,0,1,0
1,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-0.6913416615657154,0,1,1,0,0,1,0
0,0,1,1,-0.9542963467194052,1,0,0,0,0,0,0,0,1,0,-1.4808021915930665,0,0,0,0,0,0,1
0,0,0,0,-1.1987601143772668,0,0,1,0,0,1,0,0,0,0,-1.0154359844190488,1,1,1,0,0,0,1
0,0,0,0,-0.9542963467194052,0,0,1,0,1,1,1,1,0,0,-0.2093552327069117,1,1,1,0,0,0,1
0,0,0,0,-1.1172721918246462,1,0,1,0,1,0,0,0,0,0,-0.299104429804758,0,1,1,0,1,0,0
0,0,1,1,0.960669833267178,1,0,0,0,0,0,1,1,1,0,0.8011542457280975,0,1,0,1,0,0,0
0,0,0,1,-0.5876006952326126,1,1,1,0,0,0,0,0,0,0,-0.2376096095710485,0,1,1,0,0,0,1
1,1,0,0,0.6754621043330061,1,1,0,0,0,0,1,1,0,1,1.0438094823259778,1,1,0,1,0,1,0
1,0,1,0,1.5310852911355222,1,1,1,1,1,1,1,0,2,0,0.4770599228747639,0,1,1,0,0,0,1
0,0,0,0,1.6125732136881423,1,1,0,1,1,1,1,1,2,1,1.4377087362554135,0,1,0,1,1,0,0
0,1,0,0,-1.076528230548336,1,0,0,0,1,0,0,0,0,0,0.3191678168692938,1,1,0,1,0,1,0
1,1,1,0,-0.6283446565089229,1,1,0,0,0,0,1,1,0,1,0.997272861608576,0,1,0,1,0,1,0
1,0,1,0,-0.1394171211931994,0,0,0,0,0,0,1,1,0,1,-0.6281848191635273,0,1,1,0,0,1,0
0,0,1,0,-1.076528230548336,1,1,0,1,1,0,1,1,0,1,1.346297516989089,1,1,0,1,0,1,0
1,0,1,0,1.24587756220135,1,1,0,0,1,0,1,1,2,0,1.2565483198912426,0,1,0,1,0,1,0
1,0,1,0,-0.6690886177852331,1,1,0,0,0,0,0,0,0,1,0.3008855730160285,1,1,0,1,0,0,0
1,0,0,0,1.082901717096109,1,0,0,0,1,0,0,1,1,1,-0.1146199691036296,0,1,1,0,0,0,0
0,0,0,0,-1.1987601143772668,1,0,0,0,1,0,1,0,0,0,-0.2409336539080058,0,1,1,0,0,1,0
0,0,0,0,-0.9950403079957154,0,0,0,1,0,0,0,0,0,1,-1.1816382012669122,0,1,1,0,0,0,1
0,1,1,0,-1.0357842692720256,1,1,0,0,0,0,0,1,0,1,0.6565583170704561,1,1,0,1,0,1,0
0,0,0,0,1.4495973685829016,1,0,0,0,0,0,0,0,2,0,-1.5024084797832884,0,0,0,0,1,0,0
0,0,1,1,1.4495973685829016,1,1,1,0,1,1,1,1,2,0,1.5606983767228326,0,1,0,1,1,0,0
0,1,1,0,0.797693988161937,1,1,0,1,1,0,1,1,1,1,1.386186049032576,0,1,0,1,0,1,0
1,0,1,1,1.6125732136881423,1,1,1,1,0,1,1,1,2,1,1.4260745810760636,0,1,0,1,1,0,0
0,0,1,0,-0.0171852373642686,1,0,0,0,0,0,0,0,1,0,-1.5123806127941604,0,0,0,0,0,0,1
0,0,1,0,1.6125732136881423,1,0,0,0,0,0,0,0,2,0,-1.487450280266981,0,0,0,0,0,0,0
1,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,0.1712478438746953,0,1,0,1,1,0,0
1,0,1,1,0.3902543753988342,1,0,1,0,0,1,0,1,1,0,-0.0365049271851337,0,1,1,0,1,0,0
0,0,0,0,-0.3023929662984406,1,1,0,0,0,0,0,0,2,0,-1.3312201964299892,1,0,0,0,1,0,0
1,0,0,0,0.512486259227765,1,0,1,0,0,0,0,0,0,1,-0.461982602315664,0,1,1,0,0,0,0
0,0,1,1,0.4309983366751445,0,0,1,0,1,1,1,1,1,1,-0.1461983903047237,0,1,1,0,1,0,0
1,0,1,0,0.1865345690172827,1,1,1,0,1,0,1,1,1,0,0.480383967211721,0,1,1,0,0,0,1
0,1,0,0,-0.506112772679992,1,1,0,0,0,0,0,1,0,1,0.6981088712824219,1,1,0,1,1,0,0
0,0,0,0,-1.1580161531009563,0,0,0,0,0,0,0,0,0,1,-1.3411923294408608,1,1,1,0,0,1,0
1,0,1,0,1.24587756220135,1,0,1,1,1,1,1,1,2,1,1.5058516451630377,0,1,0,1,1,0,0
1,0,0,0,-1.1987601143772668,1,0,0,0,0,0,1,1,0,0,0.8609870437933281,0,1,0,1,0,0,1
1,0,1,1,1.368109446030281,1,1,0,0,0,0,0,0,2,1,-1.3129379525767242,0,0,0,0,1,0,0
1,0,0,0,-0.1801610824695097,1,1,0,1,1,0,1,1,0,1,1.359593694336918,1,1,0,1,0,1,0
0,1,0,0,-0.9950403079957154,1,1,0,0,0,0,0,1,0,0,0.6781646052606785,0,1,0,1,0,1,0
1,0,0,1,1.5718292524118322,1,1,0,0,0,0,0,0,2,0,-1.344516373777818,0,0,0,0,0,0,1
1,0,0,0,-1.2802480369298874,0,0,0,0,0,0,0,0,0,1,-1.3478404181147754,1,1,1,0,0,1,0
0,0,1,1,1.6125732136881423,1,1,0,0,0,0,0,0,2,0,-1.3195860412506386,0,0,0,0,0,0,0
1,1,1,0,-0.6690886177852331,1,0,1,1,0,0,0,0,0,1,-0.3406549840167238,0,1,1,0,0,0,0
1,0,1,0,1.368109446030281,1,1,1,1,1,1,0,0,2,0,1.0571056596738069,0,1,0,1,0,0,1
0,0,0,0,-0.8728084241667845,1,1,0,0,0,0,0,0,0,1,0.3889727479453962,1,1,0,1,0,1,0
1,0,0,0,0.7569500268856267,1,1,1,1,1,1,1,0,1,1,0.5435408096139093,0,1,1,0,1,0,0
0,0,0,1,-0.9950403079957154,0,0,1,0,0,0,0,1,0,1,-0.874164100098365,0,1,1,0,0,1,0
1,0,0,0,-0.7505765403378537,1,0,0,0,0,0,1,1,0,1,0.934116019206388,0,1,0,1,0,1,0
0,0,0,0,-1.1580161531009563,1,1,0,1,0,1,0,1,0,1,0.9540602852281316,1,1,0,1,0,1,0
0,0,0,0,1.5310852911355222,1,1,1,1,1,0,1,1,2,0,0.6615443835758922,0,1,1,0,0,0,1
0,0,0,1,1.5310852911355222,1,1,1,1,0,1,0,0,2,0,0.0399480925648832,0,1,1,0,0,1,0
0,1,1,0,0.8791819107145575,1,1,0,1,0,0,1,1,1,1,1.2199838321847127,1,1,0,1,1,0,0
1,0,0,1,-0.1801610824695097,1,0,1,0,0,0,0,0,0,1,0.3357880385540801,1,1,0,1,0,0,0
1,0,0,0,-0.3431369275747509,1,0,0,0,0,0,0,0,2,0,-1.46418196990828,0,0,0,0,0,0,1
0,0,1,0,1.490341329859212,1,0,0,1,0,0,0,1,2,1,-0.1112959247666722,0,1,1,0,1,0,0
1,0,1,1,0.3902543753988342,1,0,1,1,0,0,0,0,0,0,-0.3423170061852024,0,1,1,0,0,0,1
0,1,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,1,0.1596136886953446,1,1,0,1,0,1,0
0,1,0,0,0.2680224915699033,1,1,0,0,1,0,1,1,0,1,1.1618130562879607,0,1,0,1,0,1,0
1,0,1,1,0.512486259227765,1,1,0,1,1,1,1,1,2,1,1.4942174899836873,0,1,0,1,0,0,0
1,0,1,1,1.6125732136881423,1,1,1,1,1,1,1,0,2,1,0.5335686766030371,0,1,1,0,0,0,0
0,0,0,0,0.227278530293593,1,0,0,0,0,0,0,0,2,0,-1.4791401694245876,0,0,0,0,0,0,1
1,0,1,0,1.6125732136881423,1,1,1,1,1,1,0,0,2,1,0.0997808906301139,0,1,1,0,0,0,0
1,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,0,1,-1.35448850678869,1,0,0,0,0,0,1
1,0,1,1,1.6125732136881423,1,0,0,0,0,0,0,0,2,1,-1.495760391109374,0,0,0,0,1,0,0
1,0,1,0,0.9199258719908678,1,1,0,0,0,0,0,0,2,0,-1.2996417752288951,0,0,0,0,0,0,0
0,0,1,1,0.7569500268856267,0,0,0,0,1,1,1,1,1,1,-0.2874702746254075,0,1,1,0,0,1,0
1,0,0,0,1.24587756220135,1,0,1,1,1,1,1,1,2,1,0.7280252703150375,0,1,1,0,0,0,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-1.4758161250876305,0,0,0,0,0,0,1
0,0,1,1,-0.3838808888510611,1,0,0,0,0,0,0,0,2,1,-1.5007464576148095,0,0,0,0,0,0,1
0,0,0,0,-1.2802480369298874,1,0,0,1,0,0,0,0,0,0,-0.4736167574950145,1,1,1,0,0,1,0
0,0,0,0,-1.2395040756535771,1,1,0,0,0,1,0,0,0,1,-0.3473030726906382,0,1,1,0,0,0,1
0,1,0,0,0.797693988161937,1,1,1,1,1,0,1,1,0,0,1.4393707584238922,0,1,0,1,1,0,0
0,0,0,0,0.1457906077409725,1,1,1,0,0,0,0,0,1,0,-0.3439790283536809,0,1,1,0,0,0,1
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-0.6464670630167922,0,1,1,0,0,0,1
0,0,0,0,-0.1801610824695097,1,1,1,0,1,0,0,0,1,0,-0.1927350110221254,0,1,1,0,0,0,1
0,0,1,1,-1.0357842692720256,1,0,1,1,1,0,1,0,1,0,0.154627622189909,0,1,1,0,0,1,0
1,0,0,0,-0.7505765403378537,1,1,0,1,0,0,1,1,0,1,1.1884054109836186,1,1,0,1,0,1,0
1,1,1,0,1.6125732136881423,0,0,1,1,1,1,1,1,2,1,0.005045627026832,0,1,1,0,1,0,0
0,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.472492080750673,1,0,0,0,0,0,1
0,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,0,-1.527338812310468,0,0,0,0,0,0,1
1,0,0,0,0.3902543753988342,1,0,0,0,0,0,0,0,1,0,-1.495760391109374,0,0,0,0,0,0,0
0,0,0,0,-1.0357842692720256,0,0,0,0,0,0,0,0,0,0,-1.3212480634191175,0,1,1,0,0,0,0
1,0,0,0,-1.1580161531009563,1,0,0,0,1,0,0,0,0,1,0.3324639942171226,1,1,0,1,0,0,0
1,0,1,1,1.6125732136881423,1,1,1,1,1,1,1,1,2,1,1.6454615073152428,0,1,0,1,1,0,0
0,0,1,0,-0.506112772679992,0,0,0,0,0,0,0,0,0,1,-1.3411923294408608,1,1,1,0,0,1,0
1,0,0,0,1.24587756220135,1,0,1,1,1,1,1,1,2,0,1.4759352461304225,0,1,0,1,1,0,0
0,0,0,0,0.960669833267178,0,0,1,1,1,1,0,0,2,0,-0.6564391960276642,0,1,1,0,0,0,0
0,0,0,1,-1.1172721918246462,1,0,0,0,0,1,0,0,0,1,-0.4586585579787067,0,1,1,0,0,0,1
0,0,1,0,1.6125732136881423,1,1,0,1,1,1,1,1,2,1,1.5174858003423883,0,1,0,1,0,0,0
1,1,1,1,1.4495973685829016,1,1,0,1,1,0,0,0,0,1,0.6598823614074136,0,1,0,1,0,1,0
1,0,1,1,1.4088534073065913,1,0,1,1,0,1,0,0,1,0,-0.1578325454840742,0,1,1,0,0,0,1
1,0,1,1,-0.9950403079957154,1,0,0,0,0,0,0,0,0,0,-0.6697353733754932,0,1,1,0,0,0,0
1,0,1,1,0.797693988161937,1,1,0,1,0,1,0,1,0,1,0.9457501743857384,0,1,0,1,0,0,0
0,0,1,1,-0.5876006952326126,1,0,0,0,0,0,0,0,0,1,-1.4808021915930665,0,0,0,0,0,0,1
0,0,1,1,1.082901717096109,1,1,0,0,0,0,0,0,2,0,-1.3079518860712882,0,0,0,0,0,0,1
0,0,0,0,1.1236456783724194,1,0,0,0,0,0,0,0,2,0,-1.4691680364137156,0,0,0,0,0,0,1
1,0,0,0,-1.0357842692720256,1,1,0,0,0,0,1,1,0,1,0.974004551249875,0,1,0,1,0,1,0
1,0,1,1,1.082901717096109,0,0,1,0,1,0,0,0,1,0,-0.997153740565784,0,1,1,0,0,0,1
1,0,0,0,0.5532302205040753,0,0,1,0,1,1,1,1,2,1,-0.1345642351253732,0,1,1,0,0,0,0
1,0,0,0,-1.1172721918246462,1,0,0,1,0,0,0,0,0,1,-0.4470244027993562,0,1,1,0,0,1,0
1,1,1,0,1.082901717096109,0,0,1,0,1,1,1,1,2,1,-0.0248707720057835,0,1,1,0,1,0,0
0,0,1,0,1.5310852911355222,1,1,0,1,1,1,1,1,2,1,0.6648684279128493,0,1,1,0,0,0,0
0,0,0,0,-0.7505765403378537,1,0,0,0,0,0,0,0,0,1,0.2061503094127465,1,1,0,1,1,0,0
0,0,0,0,0.4717422979514547,1,1,0,0,0,0,0,0,0,1,-0.4869129348428435,0,1,1,0,0,0,1
0,0,1,0,1.2866215234776603,1,1,1,0,1,0,1,0,2,1,0.9906247729346612,0,1,0,1,1,0,0
0,0,1,1,1.0421577558197987,0,0,1,0,1,1,1,1,2,0,-0.1678046784949459,0,1,1,0,0,0,1
0,1,1,0,0.5532302205040753,1,1,0,0,0,1,1,1,1,0,1.178433277972747,0,1,0,1,0,1,0
1,1,1,0,1.0421577558197987,1,1,0,1,0,0,1,1,0,1,1.1335586794238242,0,1,0,1,0,1,0
0,0,1,0,1.6125732136881423,1,1,0,1,0,0,1,1,2,1,1.0936701473803367,0,1,0,1,1,0,0
0,1,0,0,-0.0986731599168891,0,0,0,0,1,0,1,0,0,1,-0.8143313020331343,1,1,1,0,0,1,0
1,1,0,0,-0.8728084241667845,1,1,1,1,0,0,0,0,0,0,-0.1511844568101595,0,1,1,0,0,0,0
0,1,0,0,0.0643026851883519,0,0,0,1,1,0,1,1,0,1,-0.2841462302884502,0,1,1,0,0,1,0
1,0,0,0,0.8791819107145575,0,0,1,1,0,0,0,1,2,0,-0.6182126861526555,0,1,1,0,0,0,0
0,0,0,0,-1.1987601143772668,0,0,0,1,0,0,1,1,0,1,-0.4719547353265357,1,1,1,0,0,1,0
0,0,1,1,1.6125732136881423,1,1,0,0,0,0,0,0,2,0,-1.3262341299245533,0,0,0,0,0,0,1
0,0,1,1,0.3087664528462136,1,1,0,0,1,1,0,0,0,1,0.6665304500813278,1,1,0,1,0,1,0
0,0,1,1,-1.2395040756535771,1,0,0,0,0,0,1,1,0,0,0.0299759595540115,1,1,1,0,0,0,1
1,0,1,1,0.8791819107145575,1,1,0,0,1,0,0,1,2,0,-0.0481390823644842,0,1,1,0,1,0,0
0,0,0,0,-0.7505765403378537,1,0,1,0,0,0,0,0,0,0,-0.4885749570113221,0,1,1,0,0,0,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,0.1895300877279602,1,1,0,1,0,1,0
0,0,0,0,-0.9135523854430948,1,1,0,1,1,0,0,1,0,1,0.9989348837770544,1,1,0,1,0,1,0
0,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,-0.4869129348428435,0,1,1,0,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-1.4974224132778524,1,0,0,0,0,0,1
1,0,0,0,0.960669833267178,1,1,1,1,0,1,0,0,1,1,-0.0049265059840396,0,1,1,0,0,0,0
0,0,1,0,1.4495973685829016,1,0,1,1,0,1,1,1,2,1,0.4920181223910713,0,1,1,0,0,0,0
0,0,1,1,-0.7505765403378537,1,0,0,0,0,0,0,0,1,1,-1.5057325241202455,0,0,0,0,0,0,1
1,0,1,1,1.4495973685829016,1,0,1,0,0,1,1,1,2,1,1.155164967614046,0,1,0,1,0,1,0
1,1,1,0,0.9199258719908678,1,1,0,0,0,0,0,0,0,1,0.3058716395214645,0,1,0,1,0,1,0
0,0,0,0,-0.6690886177852331,0,0,1,0,0,0,1,0,0,1,-0.860867922750536,0,1,1,0,0,1,0
1,1,0,0,-0.9542963467194052,1,0,0,0,0,0,0,1,0,1,0.4903561002225927,0,1,0,1,0,1,0
1,0,1,1,-0.7505765403378537,1,0,1,1,0,0,1,0,0,1,0.0216658487116183,1,1,1,0,0,1,0
1,1,1,0,1.0421577558197987,1,1,0,0,1,0,1,1,0,1,1.1269105907499095,1,1,0,1,0,1,0
1,0,0,0,0.8384379494382472,0,0,1,1,0,0,0,1,0,1,-0.6148886418156984,0,1,1,0,0,0,0
1,0,1,0,1.5310852911355222,1,1,1,1,1,0,1,0,2,1,1.1485168789401314,0,1,0,1,1,0,0
0,1,1,1,-0.7505765403378537,1,1,0,0,0,0,1,1,0,1,1.0305133049781483,0,1,0,1,0,1,0
1,0,1,1,-0.4246248501273714,1,0,1,0,1,1,1,0,1,1,0.0898087576192422,1,1,1,0,0,0,0
0,0,1,0,-0.9135523854430948,1,1,1,0,0,0,0,0,0,1,0.4438194795051913,0,1,0,1,1,0,0
0,0,1,1,-0.1394171211931994,1,1,0,0,0,0,0,0,2,0,-1.286345597881066,0,0,0,0,0,0,1
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,0.1596136886953446,1,1,0,1,0,1,0
1,0,1,0,0.6754621043330061,1,1,1,0,1,1,1,1,1,0,0.6499102283965414,1,1,1,0,0,1,0
0,1,1,0,1.4495973685829016,1,1,0,1,0,0,1,1,0,1,1.1767712558042684,1,1,0,1,0,1,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,1,0,0,0,0.4404954351682337,1,1,0,1,0,1,0
0,0,0,0,-0.0986731599168891,0,0,0,0,0,1,0,1,1,1,-0.8126692798646555,0,1,1,0,1,0,0
0,0,1,0,1.6125732136881423,1,1,1,1,1,1,1,0,2,0,0.4787219450432425,0,1,1,0,1,0,0
0,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,1,-1.459195903402844,0,0,0,0,0,0,1
1,0,0,0,-1.0357842692720256,1,1,0,0,0,0,0,0,0,0,0.2925754621736353,1,1,0,1,0,1,0
0,0,0,0,-0.9542963467194052,1,1,0,0,0,0,0,0,0,1,0.330801972048644,1,1,0,1,0,1,0
0,0,0,1,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,-0.4952230456852367,0,1,1,0,0,0,1
0,0,0,0,-0.506112772679992,1,1,0,1,0,1,0,1,0,1,0.1363453783366441,0,1,1,0,1,0,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.4808021915930665,0,0,0,0,0,0,1
0,0,0,0,-0.1394171211931994,1,1,0,0,0,0,0,0,0,1,0.3723525262606099,0,1,0,1,1,0,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,1,0,0,0,0,0.3058716395214645,0,1,0,1,0,1,0
1,0,0,0,-1.1987601143772668,1,0,1,0,0,1,0,0,0,1,0.5817673194889176,0,1,0,1,0,0,1
0,0,0,0,-0.506112772679992,1,0,1,0,1,0,1,0,0,1,0.8177744674128837,0,1,0,1,0,0,0
1,0,0,1,1.2866215234776603,1,0,0,1,0,1,1,1,0,1,1.1418687902662172,0,1,0,1,1,0,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.4824642137615447,1,0,0,0,0,0,1
0,0,0,0,-1.076528230548336,0,0,1,0,0,0,0,0,0,0,-1.1749901125929976,0,1,1,0,0,0,0
1,0,1,0,0.7162060656093164,1,0,0,0,0,0,0,0,2,0,-1.495760391109374,0,0,0,0,0,1,0
1,0,0,0,-1.076528230548336,1,0,1,0,0,0,0,1,0,1,-0.1877489445166895,0,1,1,0,0,0,0
1,0,1,1,-1.0357842692720256,1,0,0,0,0,0,0,0,0,0,-0.6664113290385358,0,1,1,0,0,1,0
1,0,1,1,1.6125732136881423,1,1,0,0,1,0,0,1,2,1,0.8643110881302852,0,1,0,1,1,0,0
1,0,1,0,-0.9950403079957154,1,0,0,1,0,0,0,0,0,1,-0.5068572008645872,0,1,1,0,0,0,0
0,0,1,1,1.4088534073065913,1,1,1,0,0,1,1,1,2,0,1.3928341377064908,0,1,0,1,1,0,0
0,1,1,0,-0.3431369275747509,1,1,0,0,0,0,1,1,0,1,0.95572230739661,1,1,0,1,0,1,0
0,0,1,0,1.6125732136881423,1,1,1,1,0,0,0,1,2,1,0.9856387064292256,0,1,0,1,1,0,0
1,0,1,1,0.0235587239120416,1,0,0,0,0,0,0,0,1,1,-1.5073945462887242,0,0,0,0,0,0,0
1,0,0,0,-1.2395040756535771,0,0,0,0,0,0,0,0,0,1,-1.3212480634191175,1,1,1,0,0,1,0
1,0,1,0,1.5310852911355222,1,0,1,1,0,1,0,1,2,0,0.10476695713555,0,1,1,0,0,0,1
0,0,0,0,-0.4246248501273714,1,0,0,1,1,0,1,0,1,0,0.0150177600377037,0,1,1,0,0,0,0
0,0,0,0,1.082901717096109,1,1,1,1,1,0,0,1,0,1,1.151840923277089,0,1,0,1,0,0,0
1,0,0,0,0.1457906077409725,1,0,0,0,0,0,0,0,1,1,-1.477478147256109,0,0,0,0,1,0,0
0,0,1,1,0.7569500268856267,1,0,0,0,0,0,0,0,2,0,-1.4907743246039378,0,0,0,0,0,0,1
1,0,1,0,0.8384379494382472,1,1,1,0,1,1,1,0,1,0,0.4188891469780118,0,1,1,0,0,0,0
0,0,1,1,-0.506112772679992,1,0,0,0,0,0,0,0,1,0,-1.499084435446331,0,0,0,0,0,0,0
1,0,1,0,1.24587756220135,1,0,1,0,1,0,1,1,2,0,1.160151034119482,0,1,0,1,1,0,0
0,0,0,0,0.3087664528462136,1,0,0,1,0,0,0,0,0,0,0.3324639942171226,0,1,0,1,1,0,0
1,0,0,0,0.1050466464646622,1,0,0,0,0,0,0,0,1,1,-1.517366679299596,0,0,0,0,0,0,1
1,0,1,1,-0.2616490050221303,1,0,0,0,0,0,0,1,1,0,0.4704118342008493,0,1,0,1,0,0,0
1,1,1,0,-0.22090504374582,1,1,0,1,1,0,0,1,0,1,1.0222031941357554,1,1,0,1,0,1,0
1,0,0,1,0.8384379494382472,1,0,1,1,0,1,0,0,1,0,-0.0647593040492706,0,1,1,0,1,0,0
1,1,1,0,0.0643026851883519,1,0,0,0,0,0,0,0,0,0,0.2244325532660114,0,1,0,1,1,0,0
0,1,1,0,-0.5468567339563023,1,1,0,0,0,0,1,1,0,1,1.002258928114012,0,1,0,1,0,1,0
1,0,1,0,0.4309983366751445,1,0,1,1,1,0,0,0,0,1,0.7080810042932936,0,1,0,1,1,0,0
1,0,1,1,-1.076528230548336,1,0,0,0,0,0,0,0,0,0,-1.504070501951767,0,0,0,0,0,0,1
1,0,0,1,0.960669833267178,1,1,0,0,0,0,0,0,2,1,-1.3295581742615106,0,0,0,0,0,0,1
1,0,0,0,1.0014137945434884,0,0,0,1,0,0,1,0,0,1,-0.847571745402707,1,1,1,0,0,1,0
1,0,1,1,0.0643026851883519,1,0,0,0,1,0,1,0,0,1,0.6399380953856697,0,1,0,1,0,0,1
0,0,0,0,-0.9135523854430948,0,0,0,1,0,1,0,0,0,0,-0.9489550976799036,0,1,1,0,0,1,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.4808021915930665,1,0,0,0,0,0,1
0,0,0,0,-0.791320501614164,0,0,0,0,0,0,0,0,0,1,-1.359474573294126,1,1,1,0,0,1,0
1,0,0,0,0.960669833267178,1,1,0,1,0,0,1,1,0,0,1.123586546412952,0,1,0,1,0,1,0
0,0,1,0,0.9199258719908678,1,1,0,1,1,0,1,1,0,1,1.2914507854292945,0,1,0,1,1,0,0
0,0,1,1,0.1457906077409725,1,1,1,1,1,1,1,1,2,1,0.934116019206388,0,1,1,0,1,0,0
1,0,1,0,0.5939741817803856,1,0,0,0,0,0,0,0,1,0,-1.4924363467724169,0,0,0,0,0,0,0
0,0,1,1,-0.8320644628904743,1,0,0,0,0,0,0,0,0,1,-1.485788258098502,0,0,0,0,1,0,0
0,0,0,0,-1.2802480369298874,1,0,0,0,1,0,1,0,0,1,0.6864747161030716,1,1,0,1,0,1,0
1,1,0,0,-0.3431369275747509,1,1,0,1,0,0,0,0,0,1,0.5219345214236869,0,1,0,1,0,1,0
0,0,0,0,1.24587756220135,1,1,0,1,0,0,1,1,1,0,1.1667991227933967,1,1,0,1,0,0,0
0,1,0,0,0.1050466464646622,0,0,0,0,1,0,1,0,0,1,-0.8292895015494419,0,1,1,0,0,1,0
0,0,0,0,1.4088534073065913,1,0,1,1,0,1,0,0,1,0,-0.1428743459677664,0,1,1,0,1,0,0
1,0,0,0,-0.3023929662984406,1,1,0,0,0,0,0,1,0,1,0.6648684279128493,1,1,0,1,0,1,0
1,0,0,0,-0.4653688114036817,1,1,1,0,1,0,1,1,0,0,1.2980988741032085,0,1,0,1,0,0,1
0,0,0,0,-0.791320501614164,1,0,1,1,0,1,0,1,0,0,0.0997808906301139,0,1,1,0,0,0,0
1,0,1,0,0.1050466464646622,1,1,0,0,0,0,0,0,0,1,0.3457601715649518,1,1,0,1,0,1,0
1,1,1,0,1.5718292524118322,1,1,0,0,0,0,0,0,2,0,-1.327896152093032,0,0,0,0,0,0,0
0,0,0,0,-0.1394171211931994,1,0,0,0,0,0,0,0,0,0,-1.5107185906256817,0,0,0,0,1,0,0
1,0,1,0,1.5718292524118322,0,0,0,1,0,0,1,1,2,0,-0.5135052895385016,1,1,1,0,0,1,0
1,1,1,0,-1.0357842692720256,1,0,0,0,0,0,1,1,0,1,0.8044782900650546,0,1,0,1,0,1,0
0,1,0,0,1.0014137945434884,0,0,0,1,1,0,1,1,0,1,-0.325696784500416,0,1,1,0,0,1,0
1,0,1,0,1.3273654847539706,1,1,1,0,1,1,0,1,2,0,0.377338592766046,0,1,1,0,0,0,0
1,0,0,0,-0.22090504374582,1,0,0,0,0,0,0,0,1,0,-1.4791401694245876,0,0,0,0,0,0,1
